Texte Jupyter;Auteur;nb_RT;Details_etude;Défiant_Confiant;Mention_Pouvoir;Mention_acteurs_pharma;Mention_Personnalite_politique;Mention_Conflit_interet;Mention_fonctionnement_recherche;Discours_complotiste
"RT @rene_chiche: Le ""prestigieux"" #Lancet, comme disent les demi-instruits, va devoir rendre des comptes. Mais le ""prestigieuse"" Haut Conseil de la Santé Publique aussi. Et le ""prestigieux"" ministre aussi, évidemment. Tout ceci est un scandale énorme. #LancetGate en effet";rene_chiche;215;0;D;1;0;0;0;0;0
"RT @Quoi2news: Guerre des labos saison 2 !  @pdousteblazy démonte l'étude qui discrédite le traitement du professeur #Raoult publiée dans la revue médicale ""The #Lancet"" et balance tout en direct...  Extrait vidéo du 23/05/2020 / Interview Apolline De Malherbe. https://twitter.com/Quoi2news/status/1264235815569416192/video/1";Quoi2news;542;0;D;0;1;0;0;0;0
RT @erochant: The Lancet est une des revues scientifiques les plus sérieuses au monde. Contester son article au nom de l’opinion et du désir (compréhensible d’ailleurs) c’est ça, la post vérité. L’absence de vérité c’est le règne de la mésentente dont la violence frappera tout le monde.;erochant;540;0;C;0;0;0;0;0;0
RT @Brevesdepresse: ?FLASH - La semaine dernière, le gouvernement français a décidé de ne plus autoriser l'hydroxychloroquine pour traiter le #covid19 suite à l’étude controversée du #Lancet. La revue scientifique indique ce soir que 3 des auteurs de cette étude se sont rétractés. https://twitter.com/Brevesdepresse/status/1268629111242702848/photo/1;Brevesdepresse;531;0;N;0;0;0;0;0;0
"RT @SudRadio: [#BercoffSudRadio] @andrebercoff @raoult_didier ""On a l'impression que tout ce qui est favorable à l'#Hydroxycloroquine est rejeté. Je me demande si le papier du #Lancet n'est pas entièrement construit informatiquement, il n'y a aucune source"" #Raoult   ??http://youtu.be/1toAVH8A01U https://twitter.com/SudRadio/status/1265628675216637952/video/1";SudRadio;530;1;D;0;0;0;0;0;0
RT @LeBobophobe: Qui a autorisé des hôpitaux français à communiquer des statistiques ethniques à #Surgisphere (une société américaine) pour l'étude de #Lancet alors que ces statistiques sont interdites en France ? Quelles autres informations confidentielles ont été divulguées ? #LancetGate;LeBobophobe;529;1;D;0;0;0;0;0;0
RT @GWGoldnadel: Même le très conformiste Guardian  s’interroge sur le sérieux de l’étude de Lancet ... ce qui n’empêche pas la radio active de sevice public d’en mettre ce matin un petit coup sur Raoult pour la route http://noslendemains.fr/the-lancet-sur-la-sellette/;GWGoldnadel;528;0;D;0;0;0;1;0;0
RT @SabrinaOnBoard: .@andrebercoff : L’étude a été biaisée. Les patients étaient des patients en cardiologie. L’étude #Lancet est nulle. #BigPharma #Gilead se lancent dans une guerre contre @raoult_didier pour sauver leur cotation boursière, pas votre santé. Mafia des labos ! https://twitter.com/boutaour/status/1265389983084548097/video/1;SabrinaOnBoard;522;1;D;0;1;0;0;0;0
RT @ivanrioufol: Rappel des derniers faits : bidonnage de l'étude du #Lancet il y a bien eu, et #Veran est toujours ministre.#LaGrandeMascarde https://twitter.com/ivanrioufol/status/1266631944412041216;ivanrioufol;517;0;D;1;0;0;0;0;0
RT @francoisedegois: Comment #DidierRaoult les rend fou ... les minutes ou Raphaël Enthoven s’est  discrédité - A lire sur ?@NosLendemains? #hydroxychloriquine #LancetGate #covid19 http://noslendemains.fr/comment-didier-raoult-les-rend-fou-les-minutes-ou-raphael-enthoven-sest-totalement-discredite/;francoisedegois;514;0;D;0;0;0;0;0;0
"RT @EtienneCampion: Le Guardian publie une enquête accablante sur Surgisphère, l'entreprise qui a fourni les données à l'article du #Lancet. Qui a conduit à l'interdiction de l'hydroxychloroquine en France par @olivierveran.  ""Un employé censé être rédacteur scientifique... ??https://www.theguardian.com/world/2020/jun/03/covid-19-surgisphere-who-world-health-organization-hydroxychloroquine?CMP=Share_iOSApp_Other";EtienneCampion;513;0;D;0;0;0;0;1;0
RT @sychazot: [THREAD] L'étude publiée dans The Lancet démontre que ni la chloroquine, ni l'hydroxychloroquine, n'ont d'effet sur le #COVID?19 . Pire, ce traitement accroît l’arythmie cardiaque et le risque de décès. De nombreux politiques ont pourtant promu ce traitement depuis des semaines.;sychazot;506;1;C;0;0;1;0;0;0
RT @berenice3_15: Raoult met le nez dans l’oligarchie scientifique. On s’imaginait des gens carrés, sérieux, on y découvre un paniers de crabes, des gueguerres intestines, qd au prog Lancet soit disant « le nec plus ultra » , un truc plein d’incohérences.;berenice3_15;506;0;D;0;0;0;0;0;0
RT @alainhoupert: Et c’est grâce à cette étude qui prend l’eau de toute part que notre ministre de la Santé interdit l’hydroxychloroquine. On croit rêver et c’est un cauchemar. https://www.bfmtv.com/sante/hydroxychloroquine-the-lancet-met-en-garde-sur-d-importants-doutes-autour-de-son-etude-controversee-1925976.html;alainhoupert;503;0;D;1;0;0;0;0;0
RT @medicalfollower: ???? Pr Philippe JUVIN - chef des urgences à l’hôpital Georges-Pompidou- Encore un qui aurait mieux fait de se taire...;medicalfollower;497;0;N;0;0;0;1;0;0
RT @dupontaignan: ?? Les masques tombent ! Notre Gouvernement a arbitrairement interdit la #chloroquine contre le #Covid19 en se basant sur l'étude Lancet qui se révèle... BIDON ! A-t-il bloqué ce traitement par incompétence ou influence des lobbies !? Un énième scandale au mépris de notre santé ! https://twitter.com/dupontaignan/status/1266670689857138688/video/1;dupontaignan;492;0;D;1;1;1;0;0;0
RT @GWGoldnadel: Je connais deux ou trois demi -sels  à Paris qui ont voulu enterré un peu vite un caïd à Marseille . Ils connaissaient pas le Raoult.;GWGoldnadel;491;0;D;0;0;0;0;0;0
RT @pensezbibi: Le 26 mai, les @decodeurs du @lemondefr publient cet article et prennent parti pr l'étude du #Lancet. https://bit.ly/3ePF61l  Les @decodeurs s'autoproclamant Instance n°1 ds la recherche des fakenews(payé par FaceBook)se trompent com jamais pr avaliser la fake du Lancet. Honteux https://twitter.com/pensezbibi/status/1268663357894209536/photo/1;pensezbibi;490;0;D;0;0;0;0;0;0
RT @ArianeWalter: Merci! La claque que se prend Macron!!! La justice viendra ensuite!;ArianeWalter;484;0;D;1;0;0;0;0;0
RT @noir_franck: Donc des Australiens, des Espagnols et des Anglais remettent en questions les données du #Lancet, comme tout bon scientifiques.  En France ?  @olivierveran dérembourse la #Chloroquine.  Incapables jusqu'au bout. #LancetGate;noir_franck;483;0;D;1;0;0;0;0;0
RT @GWGoldnadel: Monsieur le ministre , compte tenu du  mea culpa de Lancet et de la décision de l’OMS qui en tire les conséquences, vous comptez faire machine arrière ce soir à 20 h ou demain matin à 9 h ? https://twitter.com/olivierveran/status/1264145851955458048;GWGoldnadel;479;0;D;1;0;0;0;0;0
RT @Poulin2012: Incroyable manipulation. Olivier Véran ne s’est toujours pas rétracté.;Poulin2012;460;0;D;1;0;0;0;0;0
RT @RaphaelleBacque: Hydroxychloroquine: menée à partir de 96 000 dossiers médicaux,publiée dans le très sérieux The Lancet, une étude montre que le traitement n’apporte pas de bénéfice notable aux malades du Covid et accroît en outre l’arythmie cardiaque et le risque de décès https://www.lemonde.fr/planete/article/2020/05/22/covid-19-une-etude-internationale-suggere-un-risque-accru-de-mortalite-sous-hydroxychloroquine_6040493_3244.html;RaphaelleBacque;457;1;C;0;0;0;0;0;0
RT @YvesPDB: @olivierveran @TheLancet @hcsp_fr Je ne sais que penser de ce ministre #Véran ! Il a fait bonne impression un court moment au début de son mandat mais relayer à l’#AssembléeNationale une Fake News de #Gilead contre  #Raoult fait que je m’interroge sur chacune de ses décisions !;YvesPDB;457;0;D;1;1;0;0;0;0
RT @MFerandou: Bjr a toutes et tous il y a une semaine les médias tous unanimes reprenaient l’étude du Lancet uniquement à charge et clouaient au pilori le Pr #Raoult ! Cette affaire  me rappelle la méthode employée pour #Fillon ! Terrifiant pouvoir que celui des médias;MFerandou;453;0;D;0;0;1;0;0;0
RT @ArianeWalter: Des nouvelles de la démission de #Véran et de sa mise en accusation? Des «stars de la recherche médicale» se joignent à #Raoult pour questionner le Lancet et son étude sur la chloroquine  https://fr.sputniknews.com/sante/202005291043863857-des-stars-de-la-recherche-medicale-se-joignent-a-raoult-pour-questionner-le-lancet-et-son-etude-sur/ via @sputnik_fr;ArianeWalter;447;0;D;1;0;0;0;0;0
RT @NaphtalineLeBon: The Lancet retire sa publication chloroquine .   où sont les détracteurs ? Cohen , Duhamel , Apathie , consultants santé tv ...;NaphtalineLeBon;447;0;D;0;0;0;0;0;0
"RT @paulbarmau: Quand les décodeurs de @franceinfo traitaient Douste-Blazy de complotiste pour avoir critiqué l'étude de ""The Lancet""  Ils se proclament détenteurs des vérités, bonjour la crédibilité https://twitter.com/paulbarmau/status/1268789726431117313/photo/1";paulbarmau;445;0;D;0;0;1;0;0;0
"RT @francoisedegois: Si ça n’était pas aussi dramatique , ce serait drôle ... Ca se corse pour #TheLancet ! Témoin , ce cri du cœur de Pr Froguel , du CHU de Lille “  “Je ne suis pas pro-#Raoult mais l'étude publiée par The Lancet, c'est une merde"", dit il sur Fr3 .  https://france3-regions.francetvinfo.fr/hauts-de-france/hydroxychloroquine-je-ne-suis-pro-raoult-etude-publiee-the-lancet-c-est-merde-lance-pr-froguel-1834562.html";francoisedegois;442;0;D;0;0;0;0;0;0
RT @NaphtalineLeBon: Une pensée pour tous les macronards qui m'ont incendié quand j'ai posté le tweet sur le lancet , comme quoi c'était du grand n'importe quoi et qui m'ont répondu que The Lancet était une revue de référence  Je ne les entends plus aujourd'hui ? Ou sont-ils passé ?;NaphtalineLeBon;440;0;D;0;0;0;0;0;0
RT @boutaour: L’étude @TheLancet est un scandale international selon @yvesthreard. Les données ont été totalement bidonnées et les résultats sont trafiqués https://twitter.com/boutaour/status/1268306134441570304/video/1;boutaour;440;1;D;0;0;0;0;0;0
"RT @rene_chiche: Le ""prestigieux"" #Lancet, comme disent les demi-instruits, va devoir rendre des comptes. Mais le ""prestigieuse"" Haut Conseil de la Santé Publique aussi. Et le ""prestigieux"" ministre aussi, évidemment. Tout ceci est un scandale énorme. #LancetGate en effet https://twitter.com/raoult_didier/status/1266369926475874309";rene_chiche;215;0;D;1;0;0;0;0;0
RT @SANDRAFREYB: ?? En 2003, la revue Le Lancet trouvait que la chloroquine était efficace contre toute forme de coronavirus, et depuis a changé d'avis, la question demeure: À quel moment a-t-il menti ?   https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(03)00806-5/fulltext?fbclid=IwAR1G4uqvBiYXDlixE45-1OJYxcky2m3jfm5zB6G6kYkARzACGzVobvRcqw0;SANDRAFREYB;432;1;D;0;0;0;0;0;0
RT @philippeherlin: L’étude du #Lancet censée invalider l’#hydroxychroloquine du Pr Didier #Raoult n’est qu’une vaste manipulation. Voici le décryptage d’un collectif de médecins : https://twitter.com/Laissonslespre1/status/1264172471806316544;philippeherlin;431;0;D;0;0;0;0;0;0
RT @adrenaline1001: Dans l’étude #Lancet on a mis dans le groupe #hydroxychloroquine des malades bcp plus graves.. des gens en Co morbidité, en surcharge pondérale, diabète et surtout en besoin d’oxygène! Ça finit par fuiter!. Les labos mettent la pression.. c’est très grave  https://twitter.com/Quoi2news/status/1264235815569416192/video/1;adrenaline1001;430;1;D;0;1;0;0;0;0
RT @redsteeze: A genuine scandal.;redsteeze;430;0;D;0;0;0;0;0;0
"RT @drkronbernard: Ségur de la santé""La prise de position d'Olivier Veran  empressée à faire interdire l'hydroxychloroquine, sur la base d'une compilation de données hasardeuses publiée par The Lancet, remise en cause par de nombreux scientifiques, pose question sur sa capacité ! @andrebercoff";drkronbernard;420;0;D;1;0;0;0;0;0
RT @Conflits_FR: ???? ALERTE INFO - 3 des 4 auteurs de l'étude sur l’#Hydroxychloroquine qui avait été publiée dans #TheLancet rétropédalent et demandent la rétractation de l’article. (BFMTV/Thé Lancet) #Raoult;Conflits_FR;416;0;N;0;0;0;0;0;0
"RT @ArianeWalter: Le secrétariat marketing de ""Surgisphere"" qui a publié l'étude du Lancet. On comprend mieux la promptitude d'action de Véran... https://twitter.com/medicalfollower/status/1267122976127885312";ArianeWalter;409;0;D;1;0;0;0;0;0
RT @MechantsGarcons: Ce médecin (Dr. Violaine Guérin) démolit la récente étude de Lancet (qui discrédite l'hydroxychloroquine).  Comme par hasard, BFMTV termine l'entrevue lorsqu'elle commence à discuter des importantes anomalies. https://twitter.com/MechantsGarcons/status/1264923835675140097/video/1;MechantsGarcons;408;0;D;0;0;0;0;1;0
RT @medicalfollower: ???? THE LANCET: Le rédacteur en chef le Dr Richard Horton a déclaré, qu’une grande partie de la littérature scientifique, sans doute la moitié, est Fausse!!  @olivierveran l’étude US financée par Gilead est dans qu'elle moitié? https://twitter.com/medicalfollower/status/1264315976767746048/photo/1;medicalfollower;403;0;D;0;1;0;0;0;0
"RT @PremiereEdition: The Lancet: Philippe Douste-Blazy dénonce ""une manipulation"" après la rétractation des auteurs de l'étude sur l’hydroxychloroquine https://twitter.com/PremiereEdition/status/1268781857501519874/video/1";PremiereEdition;402;0;D;0;0;1;0;0;0
RT @boutaour: Les propos du professeur Megarbanne confirme que l’étude Lancet s’est faite sur une cohorte de patients avec des antécédents cardiovasculaires, comme le laisse entendre son auteur dans son interview à France Soir https://twitter.com/boutaour/status/1265007417886212096/video/1;boutaour;401;1;D;0;0;0;0;0;0
RT @rene_chiche: The #LancetGate Bravo à tous ceux qui ont contribué à l'émergence de la vérité, le professeur @raoult_didier et ses collaborateurs en tête, mais aussi de nombreux médecins libres, des journalistes scrupuleux et honnêtes ainsi que des citoyens qui ne s'en laissent pas conter !;rene_chiche;400;0;D;0;0;0;0;0;0
RT @medicalfollower: Hydroxychloroquine : The Lancet dans de sales draps… http://jdmichel.blog.tdg.ch/archive/2020/05/24/hydroxychloroquine-the-lancet-dans-de-sales-draps-306637.html;medicalfollower;397;0;D;0;0;0;0;0;0
RT @le_Parisien: Près de 100 médecins et scientifiques ont publié une lettre ouverte pour critiquer l'étude parue dans The Lancet et qui avait suggéré une inefficacité et même une nocivité de l'hydroxychloroquine > http://www.leparisien.fr/societe/hydroxychloroquine-des-scientifiques-critiquent-la-methodologie-de-l-etude-dans-the-lancet-29-05-2020-8326071.php https://twitter.com/le_Parisien/status/1266289175118004236/photo/1;le_Parisien;58;0;D;0;0;0;0;0;0
RT @JulietteEtVous: ??QUESTION DU JOUR??  Faites-vous confiance à la nouvelle étude publiée par @TheLancet affirmant que le protocole d'#hydroxychloroquine du Professeur @raoult_didier serait inefficace voire même dangereux et causerait une mortalité accrue ?  À transférer à @olivierveran;JulietteEtVous;392;0;N;1;0;0;0;0;0
RT @ch_coulon: Hydroxychloroquine : The Lancet dans de sales draps…affaire à suivre de près...je pose ça ici... https://jdmichel.blog.tdg.ch/archive/2020/05/24/hydroxychloroquine-the-lancet-dans-de-sales-draps-306637.html;ch_coulon;388;0;D;0;0;0;0;0;0
RT @MartineWonner: 3 des auteurs de l'étude controversée publiée par @TheLancet se rétractent @BFMTV. Manque  d'analyse et précipitation du gvt. Quand je pense que le Ministre a osé me traiter de médecin irresponsable. @Laissonslespre1 @xazalbert #Hydroxychloroquine  ?? https://www.bfmtv.com/sante/hydroxychloroquine-trois-des-auteurs-de-l-etude-controversee-publiee-parthe-lancet-se-retractent-1927153.html;MartineWonner;385;0;D;1;0;0;0;0;0
